pathway_id,from_stop_id,to_stop_id,traversal_time,wheelchair_traversal_time
pathways_2270,entrance_1294,A40,58,
pathways_2271,A40,entrance_1294,58,
pathways_2272,entrance_1295,A40,41,
pathways_2273,A40,entrance_1295,41,
pathways_2274,entrance_1296,L17,43,
pathways_2275,L17,entrance_1296,43,
pathways_2276,entrance_1296,M08,51,
pathways_2277,M08,entrance_1296,51,
pathways_2278,entrance_1298,L17,37,
pathways_2279,L17,entrance_1298,37,
pathways_2280,entrance_1298,M08,48,
pathways_2281,M08,entrance_1298,48,
pathways_2282,entrance_1299,L17,33,
pathways_2283,L17,entrance_1299,33,
pathways_2284,entrance_1299,M08,45,
pathways_2285,M08,entrance_1299,45,
pathways_2286,entrance_1313,F18,62,
pathways_2287,F18,entrance_1313,62,
pathways_2288,entrance_1315,R27,59,
pathways_2289,R27,entrance_1315,59,
pathways_2290,entrance_1316,A41,32,
pathways_2291,A41,entrance_1316,32,
pathways_2292,entrance_1317,A41,32,
pathways_2293,A41,entrance_1317,32,
pathways_2294,entrance_1318,A41,43,
pathways_2295,A41,entrance_1318,43,
pathways_2296,entrance_1319,A41,44,
pathways_2297,A41,entrance_1319,44,
pathways_2298,entrance_1320,A41,31,
pathways_2299,A41,entrance_1320,31,
pathways_2300,entrance_1321,A41,44,
pathways_2301,A41,entrance_1321,44,
pathways_2302,entrance_1322,A41,31,
pathways_2303,A41,entrance_1322,31,
pathways_2304,entrance_1323,A41,42,
pathways_2305,A41,entrance_1323,42,
pathways_2306,entrance_1324,A41,44,
pathways_2307,A41,entrance_1324,44,
pathways_2308,entrance_1325,A41,45,
pathways_2309,A41,entrance_1325,45,
pathways_2310,entrance_1326,A41,45,
pathways_2311,A41,entrance_1326,45,
pathways_2312,entrance_1327,A41,45,
pathways_2313,A41,entrance_1327,45,
pathways_2314,entrance_1328,R29,34,
pathways_2315,R29,entrance_1328,34,
pathways_2316,entrance_1329,R29,35,
pathways_2317,R29,entrance_1329,35,
pathways_2318,entrance_1330,R29,32,
pathways_2319,R29,entrance_1330,32,
pathways_2320,entrance_1331,R29,33,
pathways_2321,R29,entrance_1331,33,
pathways_2322,entrance_1332,A42,47,
pathways_2323,A42,entrance_1332,47,
pathways_2324,entrance_1333,233,39,
pathways_2325,233,entrance_1333,39,
pathways_2326,entrance_1334,R29,37,
pathways_2327,R29,entrance_1334,37,
pathways_2328,entrance_1335,233,33,
pathways_2329,233,entrance_1335,33,
pathways_2330,entrance_1336,233,37,
pathways_2331,233,entrance_1336,37,
pathways_2332,entrance_1337,R29,38,
pathways_2333,R29,entrance_1337,38,
pathways_2334,entrance_1338,R29,39,
pathways_2335,R29,entrance_1338,39,
pathways_2336,entrance_1339,233,36,
pathways_2337,233,entrance_1339,36,
pathways_2338,entrance_1340,233,39,
pathways_2339,233,entrance_1340,39,
pathways_2340,entrance_1341,A42,39,
pathways_2341,A42,entrance_1341,39,
pathways_2342,entrance_1342,233,44,
pathways_2343,233,entrance_1342,44,
pathways_2344,entrance_1343,R30,49,
pathways_2345,R30,entrance_1343,49,
pathways_2346,entrance_1344,R30,48,
pathways_2347,R30,entrance_1344,48,
pathways_2348,entrance_1345,R30,45,
pathways_2349,R30,entrance_1345,45,
pathways_2350,entrance_1346,R30,46,
pathways_2351,R30,entrance_1346,46,
pathways_2352,entrance_1347,R30,47,
pathways_2353,R30,entrance_1347,47,
pathways_2354,entrance_1348,R30,46,
pathways_2355,R30,entrance_1348,46,
pathways_2356,entrance_1349,234,32,
pathways_2357,234,entrance_1349,32,
pathways_2358,entrance_1350,234,33,
pathways_2359,234,entrance_1350,33,
pathways_2360,entrance_1351,234,32,
pathways_2361,234,entrance_1351,32,
pathways_2362,entrance_1352,234,33,
pathways_2363,234,entrance_1352,33,
pathways_2364,entrance_1353,235,47,
pathways_2365,235,entrance_1353,47,
pathways_2366,entrance_1353,D24,57,
pathways_2367,D24,entrance_1353,57,
pathways_2368,entrance_1353,R31,35,
pathways_2369,R31,entrance_1353,35,
pathways_2370,entrance_1354,235,46,
pathways_2371,235,entrance_1354,46,
pathways_2372,entrance_1354,D24,55,
pathways_2373,D24,entrance_1354,55,
pathways_2374,entrance_1354,R31,33,
pathways_2375,R31,entrance_1354,33,
pathways_2376,entrance_1355,235,44,
pathways_2377,235,entrance_1355,44,
pathways_2378,entrance_1355,D24,53,
pathways_2379,D24,entrance_1355,53,
pathways_2380,entrance_1355,R31,35,
pathways_2381,R31,entrance_1355,35,
pathways_2382,entrance_1356,235,42,
pathways_2383,235,entrance_1356,42,
pathways_2384,entrance_1356,D24,46,
pathways_2385,D24,entrance_1356,46,
pathways_2386,entrance_1356,R31,58,
pathways_2387,R31,entrance_1356,58,
pathways_2388,entrance_1357,235,46,
pathways_2389,235,entrance_1357,46,
pathways_2390,entrance_1357,D24,48,
pathways_2391,D24,entrance_1357,48,
pathways_2392,entrance_1357,R31,62,
pathways_2393,R31,entrance_1357,62,
pathways_2394,entrance_1370,J19,42,
pathways_2395,J19,entrance_1370,42,
pathways_2396,entrance_1392,J28,41,
pathways_2397,J28,entrance_1392,41,
pathways_2398,entrance_1393,J28,39,
pathways_2399,J28,entrance_1393,39,
pathways_2400,entrance_1396,L21,41,
pathways_2401,L21,entrance_1396,41,
pathways_2402,entrance_1402,A45,45,
pathways_2403,A45,entrance_1402,45,
pathways_2404,entrance_1402,S01,39,
pathways_2405,S01,entrance_1402,39,
pathways_2406,entrance_1403,A45,45,
pathways_2407,A45,entrance_1403,45,
pathways_2408,entrance_1403,S01,42,
pathways_2409,S01,entrance_1403,42,
pathways_2410,entrance_1410,G33,52,
pathways_2411,G33,entrance_1410,52,
pathways_2412,entrance_1412,G33,52,
pathways_2413,G33,entrance_1412,52,
pathways_2414,entrance_1418,232,72,
pathways_2415,232,entrance_1418,72,
pathways_2416,entrance_1418,423,82,
pathways_2417,423,entrance_1418,82,
pathways_2418,entrance_1418,R28,43,
pathways_2419,R28,entrance_1418,43,
pathways_2420,entrance_1419,232,69,
pathways_2421,232,entrance_1419,69,
pathways_2422,entrance_1419,423,78,
pathways_2423,423,entrance_1419,78,
pathways_2424,entrance_1419,R28,41,
pathways_2425,R28,entrance_1419,41,
pathways_2426,entrance_1420,232,70,
pathways_2427,232,entrance_1420,70,
pathways_2428,entrance_1420,423,80,
pathways_2429,423,entrance_1420,80,
pathways_2430,entrance_1420,R28,41,
pathways_2431,R28,entrance_1420,41,
pathways_2432,entrance_1422,232,50,
pathways_2433,232,entrance_1422,50,
pathways_2434,entrance_1422,423,43,
pathways_2435,423,entrance_1422,43,
pathways_2436,entrance_1422,R28,62,
pathways_2437,R28,entrance_1422,62,
pathways_2438,entrance_1424,232,47,
pathways_2439,232,entrance_1424,47,
pathways_2440,entrance_1424,423,42,
pathways_2441,423,entrance_1424,42,
pathways_2442,entrance_1424,R28,60,
pathways_2443,R28,entrance_1424,60,
pathways_2444,entrance_1425,232,43,
pathways_2445,232,entrance_1425,43,
pathways_2446,entrance_1425,423,57,
pathways_2447,423,entrance_1425,57,
pathways_2448,entrance_1425,R28,45,
pathways_2449,R28,entrance_1425,45,
pathways_2450,entrance_1426,232,48,
pathways_2451,232,entrance_1426,48,
pathways_2452,entrance_1426,423,36,
pathways_2453,423,entrance_1426,36,
pathways_2454,entrance_1426,R28,66,
pathways_2455,R28,entrance_1426,66,
pathways_2456,entrance_1428,232,44,
pathways_2457,232,entrance_1428,44,
pathways_2458,entrance_1428,423,37,
pathways_2459,423,entrance_1428,37,
pathways_2460,entrance_1428,R28,62,
pathways_2461,R28,entrance_1428,62,
pathways_2462,entrance_1429,232,41,
pathways_2463,232,entrance_1429,41,
pathways_2464,entrance_1429,423,55,
pathways_2465,423,entrance_1429,55,
pathways_2466,entrance_1429,R28,47,
pathways_2467,R28,entrance_1429,47,
pathways_2468,entrance_1432,232,48,
pathways_2469,232,entrance_1432,48,
pathways_2470,entrance_1432,423,32,
pathways_2471,423,entrance_1432,32,
pathways_2472,entrance_1432,R28,69,
pathways_2473,R28,entrance_1432,69,
pathways_2474,entrance_1434,232,42,
pathways_2475,232,entrance_1434,42,
pathways_2476,entrance_1434,423,33,
pathways_2477,423,entrance_1434,33,
pathways_2478,entrance_1434,R28,66,
pathways_2479,R28,entrance_1434,66,
pathways_2480,entrance_1435,232,42,
pathways_2481,232,entrance_1435,42,
pathways_2482,entrance_1435,423,58,
pathways_2483,423,entrance_1435,58,
pathways_2484,entrance_1435,R28,51,
pathways_2485,R28,entrance_1435,51,
pathways_2486,entrance_1454,G36,47,
pathways_2487,G36,entrance_1454,47,
pathways_2488,entrance_1455,G36,41,
pathways_2489,G36,entrance_1455,41,
pathways_2490,entrance_1461,A43,56,
pathways_2491,A43,entrance_1461,56,
pathways_2492,entrance_1462,A43,52,
pathways_2493,A43,entrance_1462,52,
pathways_2494,entrance_1463,A43,42,
pathways_2495,A43,entrance_1463,42,
pathways_2496,entrance_1464,A43,37,
pathways_2497,A43,entrance_1464,37,
pathways_2498,entrance_1465,A43,39,
pathways_2499,A43,entrance_1465,39,
pathways_2500,entrance_1466,A43,34,
pathways_2501,A43,entrance_1466,34,
pathways_2502,entrance_1467,A43,34,
pathways_2503,A43,entrance_1467,34,
pathways_2504,entrance_1468,A43,38,
pathways_2505,A43,entrance_1468,38,
pathways_2506,entrance_1469,A43,41,
pathways_2507,A43,entrance_1469,41,
pathways_2508,entrance_1470,A43,46,
pathways_2509,A43,entrance_1470,46,
pathways_2510,entrance_1471,D25,40,
pathways_2511,D25,entrance_1471,40,
pathways_2512,entrance_1472,A43,45,
pathways_2513,A43,entrance_1472,45,
pathways_2514,entrance_1473,D25,35,
pathways_2515,D25,entrance_1473,35,
pathways_2516,entrance_1474,237,31,
pathways_2517,237,entrance_1474,31,
pathways_2518,entrance_1475,237,31,
pathways_2519,237,entrance_1475,31,
pathways_2520,entrance_1476,237,31,
pathways_2521,237,entrance_1476,31,
pathways_2522,entrance_1477,237,31,
pathways_2523,237,entrance_1477,31,
pathways_2524,entrance_1487,A52,35,
pathways_2525,A52,entrance_1487,35,
pathways_2526,entrance_1489,A52,35,
pathways_2527,A52,entrance_1489,35,
pathways_2528,entrance_1491,A52,32,
pathways_2529,A52,entrance_1491,32,
pathways_2530,entrance_1492,A52,32,
pathways_2531,A52,entrance_1492,32,
pathways_2532,entrance_1500,J24,42,
pathways_2533,J24,entrance_1500,42,
pathways_2534,entrance_1501,J24,42,
pathways_2535,J24,entrance_1501,42,
pathways_2536,entrance_1503,J24,37,
pathways_2537,J24,entrance_1503,37,
pathways_2538,entrance_1504,J24,37,
pathways_2539,J24,entrance_1504,37,
pathways_2540,entrance_1510,A51,48,
pathways_2541,A51,entrance_1510,48,
pathways_2542,entrance_1510,J27,52,
pathways_2543,J27,entrance_1510,52,
pathways_2544,entrance_1510,L22,41,
pathways_2545,L22,entrance_1510,41,
pathways_2546,entrance_1563,F23,38,
pathways_2547,F23,entrance_1563,38,
pathways_2548,entrance_1563,R33,54,
pathways_2549,R33,entrance_1563,54,
pathways_2550,entrance_1564,F23,39,
pathways_2551,F23,entrance_1564,39,
pathways_2552,entrance_1564,R33,50,
pathways_2553,R33,entrance_1564,50,
pathways_2554,entrance_1565,F23,46,
pathways_2555,F23,entrance_1565,46,
pathways_2556,entrance_1565,R33,38,
pathways_2557,R33,entrance_1565,38,
pathways_2558,entrance_1566,F23,43,
pathways_2559,F23,entrance_1566,43,
pathways_2560,entrance_1566,R33,38,
pathways_2561,R33,entrance_1566,38,
pathways_2562,entrance_1585,254,36,
pathways_2563,254,entrance_1585,36,
pathways_2564,entrance_1586,L26,43,
pathways_2565,L26,entrance_1586,43,
pathways_2566,entrance_1587,254,32,
pathways_2567,254,entrance_1587,32,
pathways_2568,entrance_1588,L26,38,
pathways_2569,L26,entrance_1588,38,
pathways_2570,entrance_1589,255,38,
pathways_2571,255,entrance_1589,38,
pathways_2572,entrance_1592,255,43,
pathways_2573,255,entrance_1592,43,
pathways_2574,entrance_1594,256,42,
pathways_2575,256,entrance_1594,42,
pathways_2576,entrance_1595,256,40,
pathways_2577,256,entrance_1595,40,
pathways_2578,entrance_1613,241,35,
pathways_2579,241,entrance_1613,35,
pathways_2580,entrance_1614,241,36,
pathways_2581,241,entrance_1614,36,
pathways_2582,entrance_1615,248,30,
pathways_2583,248,entrance_1615,30,
pathways_2584,entrance_1616,248,32,
pathways_2585,248,entrance_1616,32,
pathways_2586,entrance_1617,239,36,
pathways_2587,239,entrance_1617,36,
pathways_2588,entrance_1617,S04,46,
pathways_2589,S04,entrance_1617,46,
pathways_2590,entrance_1618,239,35,
pathways_2591,239,entrance_1618,35,
pathways_2592,entrance_1618,S04,48,
pathways_2593,S04,entrance_1618,48,
pathways_2594,entrance_1619,239,41,
pathways_2595,239,entrance_1619,41,
pathways_2596,entrance_1619,S04,35,
pathways_2597,S04,entrance_1619,35,
pathways_2598,entrance_1620,239,35,
pathways_2599,239,entrance_1620,35,
pathways_2600,entrance_1620,S04,51,
pathways_2601,S04,entrance_1620,51,
pathways_2602,entrance_1621,239,37,
pathways_2603,239,entrance_1621,37,
pathways_2604,entrance_1621,S04,52,
pathways_2605,S04,entrance_1621,52,
pathways_2606,entrance_1629,D30,37,
pathways_2607,D30,entrance_1629,37,
pathways_2608,entrance_1706,B16,43,
pathways_2609,B16,entrance_1706,43,
pathways_2610,entrance_1706,N04,76,
pathways_2611,N04,entrance_1706,76,
pathways_2612,entrance_1707,B16,46,
pathways_2613,B16,entrance_1707,46,
pathways_2614,entrance_1707,N04,47,
pathways_2615,N04,entrance_1707,47,
pathways_2616,entrance_1708,B16,48,
pathways_2617,B16,entrance_1708,48,
pathways_2618,entrance_1708,N04,81,
pathways_2619,N04,entrance_1708,81,
pathways_2620,entrance_1709,B16,45,
pathways_2621,B16,entrance_1709,45,
pathways_2622,entrance_1709,N04,77,
pathways_2623,N04,entrance_1709,77,
pathways_2624,entrance_1710,B16,75,
pathways_2625,B16,entrance_1710,75,
pathways_2626,entrance_1710,N04,41,
pathways_2627,N04,entrance_1710,41,
pathways_2628,entrance_2,101,48,
pathways_2629,101,entrance_2,48,
pathways_2630,entrance_3,D05,34,
pathways_2631,D05,entrance_3,34,
pathways_2632,entrance_4,101,42,
pathways_2633,101,entrance_4,42,
pathways_2634,entrance_5,D05,36,
pathways_2635,D05,entrance_5,36,
pathways_2636,entrance_6,101,47,
pathways_2637,101,entrance_6,47,
pathways_2638,entrance_7,406,34,
pathways_2639,406,entrance_7,34,
pathways_2640,entrance_8,D05,34,
pathways_2641,D05,entrance_8,34,
pathways_2642,entrance_10,406,33,
pathways_2643,406,entrance_10,33,
pathways_2644,entrance_11,406,31,
pathways_2645,406,entrance_11,31,
pathways_2646,entrance_12,D05,52,
pathways_2647,D05,entrance_12,52,
pathways_2648,entrance_13,D05,60,
pathways_2649,D05,entrance_13,60,
pathways_2650,entrance_14,D04,47,
pathways_2651,D04,entrance_14,47,
pathways_2652,entrance_15,D04,48,
pathways_2653,D04,entrance_15,48,
pathways_2654,entrance_16,D04,47,
pathways_2655,D04,entrance_16,47,
pathways_2656,entrance_17,D04,52,
pathways_2657,D04,entrance_17,52,
pathways_2658,entrance_18,D04,47,
pathways_2659,D04,entrance_18,47,
pathways_2660,entrance_19,211,45,
pathways_2661,211,entrance_19,45,
pathways_2662,entrance_20,211,45,
pathways_2663,211,entrance_20,45,
pathways_2664,entrance_21,211,44,
pathways_2665,211,entrance_21,44,
pathways_2666,entrance_22,211,47,
pathways_2667,211,entrance_22,47,
pathways_2668,entrance_23,211,47,
pathways_2669,211,entrance_23,47,
pathways_2670,entrance_24,210,32,
pathways_2671,210,entrance_24,32,
pathways_2672,entrance_25,210,33,
pathways_2673,210,entrance_25,33,
pathways_2674,entrance_26,209,31,
pathways_2675,209,entrance_26,31,
pathways_2676,entrance_27,209,34,
pathways_2677,209,entrance_27,34,
pathways_2678,entrance_28,D03,52,
pathways_2679,D03,entrance_28,52,
pathways_2680,entrance_29,D03,52,
pathways_2681,D03,entrance_29,52,
pathways_2682,entrance_30,D03,47,
pathways_2683,D03,entrance_30,47,
pathways_2684,entrance_31,405,34,
pathways_2685,405,entrance_31,34,
pathways_2686,entrance_32,D03,47,
pathways_2687,D03,entrance_32,47,
pathways_2688,entrance_33,D03,45,
pathways_2689,D03,entrance_33,45,
pathways_2690,entrance_34,D01,52,
pathways_2691,D01,entrance_34,52,
pathways_2692,entrance_35,D01,49,
pathways_2693,D01,entrance_35,49,
pathways_2694,entrance_36,D01,36,
pathways_2695,D01,entrance_36,36,
pathways_2696,entrance_37,D01,38,
pathways_2697,D01,entrance_37,38,
pathways_2698,entrance_38,208,31,
pathways_2699,208,entrance_38,31,
pathways_2700,entrance_39,208,32,
pathways_2701,208,entrance_39,32,
pathways_2702,entrance_40,402,42,
pathways_2703,402,entrance_40,42,
pathways_2704,entrance_41,402,41,
pathways_2705,402,entrance_41,41,
pathways_2706,entrance_42,402,38,
pathways_2707,402,entrance_42,38,
pathways_2708,entrance_43,402,38,
pathways_2709,402,entrance_43,38,
pathways_2710,entrance_44,402,38,
pathways_2711,402,entrance_44,38,
pathways_2712,entrance_45,402,41,
pathways_2713,402,entrance_45,41,
pathways_2714,entrance_46,402,39,
pathways_2715,402,entrance_46,39,
pathways_2716,entrance_47,402,42,
pathways_2717,402,entrance_47,42,
pathways_2718,entrance_48,401,46,
pathways_2719,401,entrance_48,46,
pathways_2720,entrance_49,401,46,
pathways_2721,401,entrance_49,46,
pathways_2722,entrance_50,D07,42,
pathways_2723,D07,entrance_50,42,
pathways_2724,entrance_51,D07,40,
pathways_2725,D07,entrance_51,40,
pathways_2726,entrance_52,D07,39,
pathways_2727,D07,entrance_52,39,
pathways_2728,entrance_53,104,33,
pathways_2729,104,entrance_53,33,
pathways_2730,entrance_54,D07,44,
pathways_2731,D07,entrance_54,44,
pathways_2732,entrance_55,104,32,
pathways_2733,104,entrance_55,32,
pathways_2734,entrance_56,104,36,
pathways_2735,104,entrance_56,36,
pathways_2736,entrance_57,104,36,
pathways_2737,104,entrance_57,36,
pathways_2738,entrance_58,D07,48,
pathways_2739,D07,entrance_58,48,
pathways_2740,entrance_59,408,32,
pathways_2741,408,entrance_59,32,
pathways_2742,entrance_60,408,32,
pathways_2743,408,entrance_60,32,
pathways_2744,entrance_61,408,31,
pathways_2745,408,entrance_61,31,
pathways_2746,entrance_62,407,35,
pathways_2747,407,entrance_62,35,
pathways_2748,entrance_63,407,33,
pathways_2749,407,entrance_63,33,
pathways_2750,entrance_64,D06,34,
pathways_2751,D06,entrance_64,34,
pathways_2752,entrance_65,407,32,
pathways_2753,407,entrance_65,32,
pathways_2754,entrance_66,D06,34,
pathways_2755,D06,entrance_66,34,
pathways_2756,entrance_67,103,34,
pathways_2757,103,entrance_67,34,
pathways_2758,entrance_68,407,32,
pathways_2759,407,entrance_68,32,
pathways_2760,entrance_69,103,36,
pathways_2761,103,entrance_69,36,
pathways_2762,entrance_70,D06,33,
pathways_2763,D06,entrance_70,33,
pathways_2764,entrance_71,103,42,
pathways_2765,103,entrance_71,42,
pathways_2766,entrance_72,D06,33,
pathways_2767,D06,entrance_72,33,
pathways_2768,entrance_73,608,32,
pathways_2769,608,entrance_73,32,
pathways_2770,entrance_74,608,33,
pathways_2771,608,entrance_74,33,
pathways_2772,entrance_75,607,37,
pathways_2773,607,entrance_75,37,
pathways_2774,entrance_76,607,34,
pathways_2775,607,entrance_76,34,
pathways_2776,entrance_77,606,36,
pathways_2777,606,entrance_77,36,
pathways_2778,entrance_78,606,40,
pathways_2779,606,entrance_78,40,
pathways_2780,entrance_79,604,36,
pathways_2781,604,entrance_79,36,
pathways_2782,entrance_80,603,36,
pathways_2783,603,entrance_80,36,
pathways_2784,entrance_81,603,32,
pathways_2785,603,entrance_81,32,
pathways_2786,entrance_82,602,31,
pathways_2787,602,entrance_82,31,
pathways_2788,entrance_83,602,33,
pathways_2789,602,entrance_83,33,
pathways_2790,entrance_84,602,39,
pathways_2791,602,entrance_84,39,
pathways_2792,entrance_85,505,35,
pathways_2793,505,entrance_85,35,
pathways_2794,entrance_86,504,35,
pathways_2795,504,entrance_86,35,
pathways_2796,entrance_87,503,45,
pathways_2797,503,entrance_87,45,
pathways_2798,entrance_88,502,46,
pathways_2799,502,entrance_88,46,
pathways_2800,entrance_89,502,51,
pathways_2801,502,entrance_89,51,
pathways_2802,entrance_90,207,37,
pathways_2803,207,entrance_90,37,
pathways_2804,entrance_91,207,35,
pathways_2805,207,entrance_91,35,
pathways_2806,entrance_92,206,35,
pathways_2807,206,entrance_92,35,
pathways_2808,entrance_93,206,35,
pathways_2809,206,entrance_93,35,
pathways_2810,entrance_94,206,33,
pathways_2811,206,entrance_94,33,
pathways_2812,entrance_95,501,37,
pathways_2813,501,entrance_95,37,
pathways_2814,entrance_96,205,32,
pathways_2815,205,entrance_96,32,
pathways_2816,entrance_97,205,37,
pathways_2817,205,entrance_97,37,
pathways_2818,entrance_98,204,31,
pathways_2819,204,entrance_98,31,
pathways_2820,entrance_99,204,35,
pathways_2821,204,entrance_99,35,
pathways_2822,entrance_100,201,34,
pathways_2823,201,entrance_100,34,
pathways_2824,entrance_101,201,39,
pathways_2825,201,entrance_101,39,
pathways_2826,entrance_102,201,39,
pathways_2827,201,entrance_102,39,
pathways_2828,entrance_110,109,44,
pathways_2829,109,entrance_110,44,
pathways_2830,entrance_111,109,44,
pathways_2831,109,entrance_111,44,
pathways_2832,entrance_112,A03,34,
pathways_2833,A03,entrance_112,34,
pathways_2834,entrance_113,A03,34,
pathways_2835,A03,entrance_113,34,
pathways_2836,entrance_114,A03,39,
pathways_2837,A03,entrance_114,39,
pathways_2838,entrance_115,A03,34,
pathways_2839,A03,entrance_115,34,
pathways_2840,entrance_116,A03,33,
pathways_2841,A03,entrance_116,33,
pathways_2842,entrance_117,A03,35,
pathways_2843,A03,entrance_117,35,
pathways_2844,entrance_118,A03,35,
pathways_2845,A03,entrance_118,35,
pathways_2846,entrance_119,A12,50,
pathways_2847,A12,entrance_119,50,
pathways_2848,entrance_120,A12,49,
pathways_2849,A12,entrance_120,49,
pathways_2850,entrance_121,A12,44,
pathways_2851,A12,entrance_121,44,
pathways_2852,entrance_122,A12,43,
pathways_2853,A12,entrance_122,43,
pathways_2854,entrance_123,A12,33,
pathways_2855,A12,entrance_123,33,
pathways_2856,entrance_124,A12,45,
pathways_2857,A12,entrance_124,45,
pathways_2858,entrance_125,A12,46,
pathways_2859,A12,entrance_125,46,
pathways_2860,entrance_132,113,34,
pathways_2861,113,entrance_132,34,
pathways_2862,entrance_133,113,33,
pathways_2863,113,entrance_133,33,
pathways_2864,entrance_134,113,35,
pathways_2865,113,entrance_134,35,
pathways_2866,entrance_135,113,36,
pathways_2867,113,entrance_135,36,
pathways_2868,entrance_136,613,44,
pathways_2869,613,entrance_136,44,
pathways_2870,entrance_137,613,37,
pathways_2871,613,entrance_137,37,
pathways_2872,entrance_138,613,33,
pathways_2873,613,entrance_138,33,
pathways_2874,entrance_139,612,47,
pathways_2875,612,entrance_139,47,
pathways_2876,entrance_140,612,48,
pathways_2877,612,entrance_140,48,
pathways_2878,entrance_141,611,32,
pathways_2879,611,entrance_141,32,
pathways_2880,entrance_146,216,32,
pathways_2881,216,entrance_146,32,
pathways_2882,entrance_147,216,34,
pathways_2883,216,entrance_147,34,
pathways_2884,entrance_148,216,36,
pathways_2885,216,entrance_148,36,
pathways_2886,entrance_149,216,37,
pathways_2887,216,entrance_149,37,
pathways_2888,entrance_150,609,33,
pathways_2889,609,entrance_150,33,
pathways_2890,entrance_151,609,37,
pathways_2891,609,entrance_151,37,
pathways_2892,entrance_152,215,31,
pathways_2893,215,entrance_152,31,
pathways_2894,entrance_153,215,35,
pathways_2895,215,entrance_153,35,
pathways_2896,entrance_154,215,34,
pathways_2897,215,entrance_154,34,
pathways_2898,entrance_155,215,35,
pathways_2899,215,entrance_155,35,
pathways_2900,entrance_156,214,34,
pathways_2901,214,entrance_156,34,
pathways_2902,entrance_157,214,32,
pathways_2903,214,entrance_157,32,
pathways_2904,entrance_158,214,37,
pathways_2905,214,entrance_158,37,
pathways_2906,entrance_159,214,40,
pathways_2907,214,entrance_159,40,
pathways_2908,entrance_160,214,47,
pathways_2909,214,entrance_160,47,
pathways_2910,entrance_161,213,43,
pathways_2911,213,entrance_161,43,
pathways_2912,entrance_162,213,41,
pathways_2913,213,entrance_162,41,
pathways_2914,entrance_163,212,31,
pathways_2915,212,entrance_163,31,
pathways_2916,entrance_164,212,35,
pathways_2917,212,entrance_164,35,
pathways_2918,entrance_165,212,35,
pathways_2919,212,entrance_165,35,
pathways_2920,entrance_166,D10,45,
pathways_2921,D10,entrance_166,45,
pathways_2922,entrance_167,221,34,
pathways_2923,221,entrance_167,34,
pathways_2924,entrance_168,221,34,
pathways_2925,221,entrance_168,34,
pathways_2926,entrance_169,D10,52,
pathways_2927,D10,entrance_169,52,
pathways_2928,entrance_171,107,32,
pathways_2929,107,entrance_171,32,
pathways_2930,entrance_172,107,37,
pathways_2931,107,entrance_172,37,
pathways_2932,entrance_173,107,37,
pathways_2933,107,entrance_173,37,
pathways_2934,entrance_174,411,35,
pathways_2935,411,entrance_174,35,
pathways_2936,entrance_175,411,31,
pathways_2937,411,entrance_175,31,
pathways_2938,entrance_176,D09,45,
pathways_2939,D09,entrance_176,45,
pathways_2940,entrance_177,D09,37,
pathways_2941,D09,entrance_177,37,
pathways_2942,entrance_178,D09,47,
pathways_2943,D09,entrance_178,47,
pathways_2944,entrance_179,D09,46,
pathways_2945,D09,entrance_179,46,
pathways_2946,entrance_180,D09,42,
pathways_2947,D09,entrance_180,42,
pathways_2948,entrance_181,410,34,
pathways_2949,410,entrance_181,34,
pathways_2950,entrance_182,D08,57,
pathways_2951,D08,entrance_182,57,
pathways_2952,entrance_183,410,32,
pathways_2953,410,entrance_183,32,
pathways_2954,entrance_184,D08,54,
pathways_2955,D08,entrance_184,54,
pathways_2956,entrance_185,D08,50,
pathways_2957,D08,entrance_185,50,
pathways_2958,entrance_186,106,39,
pathways_2959,106,entrance_186,39,
pathways_2960,entrance_187,106,34,
pathways_2961,106,entrance_187,34,
pathways_2962,entrance_188,D08,43,
pathways_2963,D08,entrance_188,43,
pathways_2964,entrance_189,D08,44,
pathways_2965,D08,entrance_189,44,
pathways_2966,entrance_190,409,34,
pathways_2967,409,entrance_190,34,
pathways_2968,entrance_191,220,36,
pathways_2969,220,entrance_191,36,
pathways_2970,entrance_192,220,32,
pathways_2971,220,entrance_192,32,
pathways_2972,entrance_193,409,35,
pathways_2973,409,entrance_193,35,
pathways_2974,entrance_194,220,33,
pathways_2975,220,entrance_194,33,
pathways_2976,entrance_195,409,34,
pathways_2977,409,entrance_195,34,
pathways_2978,entrance_196,409,34,
pathways_2979,409,entrance_196,34,
pathways_2980,entrance_197,A02,50,
pathways_2981,A02,entrance_197,50,
pathways_2982,entrance_200,A02,50,
pathways_2983,A02,entrance_200,50,
pathways_2984,entrance_202,A02,46,
pathways_2985,A02,entrance_202,46,
pathways_2986,entrance_204,A02,46,
pathways_2987,A02,entrance_204,46,
pathways_2988,entrance_206,D10,47,
pathways_2989,D10,entrance_206,47,
pathways_2990,entrance_208,108,37,
pathways_2991,108,entrance_208,37,
pathways_2992,entrance_209,108,37,
pathways_2993,108,entrance_209,37,
pathways_2994,entrance_210,108,32,
pathways_2995,108,entrance_210,32,
pathways_2996,entrance_211,D10,47,
pathways_2997,D10,entrance_211,47,
pathways_2998,entrance_212,108,31,
pathways_2999,108,entrance_212,31,
pathways_3000,entrance_213,D10,44,
pathways_3001,D10,entrance_213,44,
pathways_3002,entrance_214,221,34,
pathways_3003,221,entrance_214,34,
pathways_3004,entrance_215,412,32,
